x y
1381.450854204046 497.2542220066139
300.6649974153687 599.6847107352263
994.485940966892 404.27558374954543
489.97896635290766 205.27005829499848
1402.6150517991514 507.2145969286065
596.5504185621243 797.2605244265771
492.14318314352255 196.19816931354768
1485.7036186070259 1303.1995563927126
506.36639016357054 200.93760033273463
693.6701019337978 710.1692261715637
694.1056624848558 704.1077793865801
696.6313561781728 712.8166964867488
698.4654687087916 696.6836426265393
186.37349435303682 1006.6279178249466
1089.576303287168 1108.2239964687778
779.6094242004667 91.42561562819763
312.5448024020569 601.8921448392584
998.2437160502867 381.62196650660417
1008.7194816935241 401.79924446648903
597.6613174026367 808.6169249040606
1005.0951773305655 401.49017270531033
986.7255338430583 389.4111422472089
1394.172193575565 493.5605699614555
1284.88794999089 1406.9600156365377
693.6790071532688 688.8969724073341
299.8654238000287 607.1742546065585
1104.8517678309436 1123.3434930261303
596.6966944980585 813.9017745674091
1305.9163075431063 1394.0305031819335
1114.8714191724332 1097.5151096271609
207.36911043117507 1007.1108715173111
805.7427828919099 92.52205115121737
303.8016776067318 611.914602399081
1107.4284258643247 1093.9908852261592
1088.5822495260409 1099.5686867538707
203.41251069138073 1007.2507611782935
602.2739811996371 812.5410595810456
505.53266472978027 211.68825430416422
509.369781462536 189.54085139640233
284.8360586992823 607.3456978928989
1299.9154459752745 1394.8707273571647
808.5786906571064 104.2714905638563
1114.020587843659 1085.552249848991
1478.9530221737384 1274.7056051483173
592.789093371464 784.6198844873197
483.6598275297685 184.74116084436008
1294.86677293672 1404.0686344871406
998.6311348880969 416.0121787084742
208.51314400965964 997.3413550081507
1295.300680897429 1418.0501186058402
1508.7738784472301 1289.2998656195116
192.86620543370103 994.061658281195
195.05023397644857 1000.8964172074559
710.1153604275142 709.5422845869517
802.3978150481302 104.04751615598923
987.8235450334286 395.31651925495896
500.97688385018427 206.8564457590113
602.7151549109086 788.6458077809602
599.7359567055931 801.955584035023
1294.3263116205987 1407.8686894854875
501.6019439028196 208.23706904896537
1505.2116435163935 1285.5731296895078
809.0528432828105 87.41544491921863
209.91185430277355 1000.2777126050165
804.3224429905024 94.08284261005635
696.5367716161368 701.7837412358543
495.06087194243656 202.86187226772688
1112.2410615548126 1107.7746902374631
1299.4456516717548 1414.6311178838519
1503.1267687469317 1295.4656099187416
1277.5736766112157 1396.0873203235915
1383.9881481426228 500.0671160694582
1414.0027966262217 492.86195859484985
1013.916995623693 399.0588961677283
994.4155504298346 409.35115930477696
687.9027469594174 697.3949462181469
300.78739460841473 583.2204672205872
319.9167813914794 608.7165834515882
1388.2993586424393 493.4126784363799
605.3241495936203 817.4640606398603
1387.7074206356356 511.5324067308264
1397.5374435474534 499.52114302565303
314.11596449716114 599.2298945968461
1501.9521917586615 1304.3487652914055
300.8832238354917 598.4927661736356
705.1386100937319 682.6393514708019
1480.7901353132615 1293.340699819759
180.0457779829732 999.3389737696676
1489.7257226278473 1290.8742949302678
1107.2745057181478 1101.6321403297256
809.3198056205568 100.55174918762056
601.670908024372 787.7994200194022
281.4314119582542 601.2468265294397
1401.3428080129395 503.61388019611957
811.0592318562313 102.40583595051353
792.5622601559587 101.48532112266689
1500.2180613245982 1296.3797665124164
1301.32642639946 1408.458670621053
1122.6637208604404 1105.7944303565992
1094.6798347984336 1097.417054117437
610.0977173586616 808.5763080975304
809.9000949194374 104.00779014455921
1008.1537570343728 412.12592739537024
510.35544799321093 200.73044449134
1402.3261422473163 487.40366416529986
704.4397715233669 700.5096632054314
188.2401051706026 999.0237467116201
1292.8149960098867 1400.2141301120068
205.11793897478626 993.7290694302892
1503.728550160156 1309.8819847117518
